address,type,price,details,url
"2332 N Spaulding Ave Apt 2a, Chicago, IL 60647",SingleFamilyResidence,"$1,195/mo",1 bd1 ba612 sqft- Apartment for rent,https://www.zillow.com/homedetails/2332-N-Spaulding-Ave-APT-2A-Chicago-IL-60647/2111809720_zpid/
"1959 N Coldspring Rd, Arlington Heights, IL 60004",SingleFamilyResidence,"$2,200/mo","2 bds3 ba1,200 sqft- Townhouse for rent",https://www.zillow.com/homedetails/1959-N-Coldspring-Rd-Arlington-Heights-IL-60004/3299233_zpid/
"3601 W Wolfram St #3f, Chicago, IL 60618",SingleFamilyResidence,$795/mo,Studio1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3601-W-Wolfram-St-3F-Chicago-IL-60618/2072895894_zpid/
"3943 W Addison St #2, Chicago, IL 60618",SingleFamilyResidence,"$1,950/mo","3 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/3943-W-Addison-St-2-Chicago-IL-60618/2097392891_zpid/
"1746 N Linder Ave #1, Chicago, IL 60639",SingleFamilyResidence,"$1,300/mo",3 bds1 ba960 sqft- Apartment for rent,https://www.zillow.com/homedetails/1746-N-Linder-Ave-1-Chicago-IL-60639/2072897052_zpid/
"3269 W Palmer St, Chicago, IL 60647",SingleFamilyResidence,"$2,000/mo","2 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/3269-W-Palmer-St-Chicago-IL-60647/2123109502_zpid/
"4709-15 W Belmont | 4709-15 W Belmont Ave, Chicago, IL", 2 bds,"$1,100+ 2 bds", 2 bds,https://www.zillow.com/homedetails/4709-15-W-Belmont---4709-15-W-Belmont-Ave-Chicago-IL
"3440 N Hamlin Ave #1r, Chicago, IL 60618",SingleFamilyResidence,"$1,395/mo",2 bds1 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/3440-N-Hamlin-Ave-1R-Chicago-IL-60618/2072902304_zpid/
"Ashford at Geneva | 390 Brittany Ct, Geneva, IL", 1 bd,"$1,430+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Ashford-at-Geneva---390-Brittany-Ct-Geneva-IL
"411 S 1st St, Saint Charles, IL 60174",SingleFamilyResidence,"$1,150/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/411-S-1st-St-Saint-Charles-IL-60174/2094065203_zpid/
"201 E State St #1, Geneva, IL 60134",SingleFamilyResidence,$995/mo,"1 bd1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/201-E-State-St-1-Geneva-IL-60134/2072907550_zpid/
"(Undisclosed Address), Chicago, IL 60641",SingleFamilyResidence,"$2,500/mo","5 bds3 ba3,200 sqft- House for rent",https://www.zillow.com/homedetails/Chicago-IL-60641/3664146_zpid/
"2056 N Sawyer Ave Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$1,600/mo",1 bd1 ba900 sqft- Condo for rent,https://www.zillow.com/homedetails/2056-N-Sawyer-Ave-APT-2-Chicago-IL-60647/2072909082_zpid/
"5416 W Berteau Ave, Chicago, IL 60641",SingleFamilyResidence,$900/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/5416-W-Berteau-Ave-Chicago-IL-60641/2130757014_zpid/
"3536 W Belmont Ave Apt 1f, Chicago, IL 60618",SingleFamilyResidence,"$1,350/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3536-W-Belmont-Ave-APT-1F-Chicago-IL-60618/2088138742_zpid/
"3312 N Lawndale Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,400/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3312-N-Lawndale-Ave-1-Chicago-IL-60618/2072911205_zpid/
"3565 W Lyndale St #1w, Chicago, IL 60647",SingleFamilyResidence,"$2,000/mo","3 bds2 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/3565-W-Lyndale-St-1W-Chicago-IL-60647/2072912573_zpid/
"3754 W Mclean Ave Apt 1f, Chicago, IL 60647",SingleFamilyResidence,"$1,425/mo","2 bds1 ba1,350 sqft- Apartment for rent",https://www.zillow.com/homedetails/3754-W-Mclean-Ave-APT-1F-Chicago-IL-60647/2115896264_zpid/
"1712 N Mason Ave #2, Chicago, IL 60639",SingleFamilyResidence,"$1,600/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/1712-N-Mason-Ave-2-Chicago-IL-60639/2072913469_zpid/
"2521 N Luna Ave #b, Chicago, IL 60639",SingleFamilyResidence,"$1,450/mo","3 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/2521-N-Luna-Ave-B-Chicago-IL-60639/2072913562_zpid/
"3239 N Troy St Apt 2e, Chicago, IL 60618",SingleFamilyResidence,"$1,160/mo",1 bd1 ba675 sqft- Apartment for rent,https://www.zillow.com/homedetails/3239-N-Troy-St-APT-2E-Chicago-IL-60618/2072915045_zpid/
"1714 Lakecliffe Dr Apt B, Wheaton, IL 60189",SingleFamilyResidence,"$1,950/mo","3 bds2 ba1,311 sqft- Condo for rent",https://www.zillow.com/homedetails/1714-Lakecliffe-Dr-APT-B-Wheaton-IL-60189/4455847_zpid/
"5471 W Augusta Blvd #2, Chicago, IL 60651",SingleFamilyResidence,"$1,350/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/5471-W-Augusta-Blvd-2-Chicago-IL-60651/2072916699_zpid/
"2705 N Kimball Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$2,600/mo","2 bds2 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/2705-N-Kimball-Ave-1-Chicago-IL-60647/2079720087_zpid/
"607 Washington Blvd Apt 3n, Oak Park, IL 60302",SingleFamilyResidence,"$1,400/mo",1 bd1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/607-Washington-Blvd-APT-3N-Oak-Park-IL-60302/70463306_zpid/
"1649 N Central Park Ave, Chicago, IL 60647",SingleFamilyResidence,"$1,400/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/1649-N-Central-Park-Ave-Chicago-IL-60647/2116373958_zpid/
"4343 W Drummond Pl #2, Chicago, IL 60639",SingleFamilyResidence,"$1,725/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/4343-W-Drummond-Pl-2-Chicago-IL-60639/2087476200_zpid/
"(Undisclosed Address), Oak Park, IL 60301",SingleFamilyResidence,"$1,412/mo",1 bd1 ba755 sqft- Apartment for rent,https://www.zillow.com/homedetails/Oak-Park-IL-60301/2076727960_zpid/
"3949 N Long Ave #2, Chicago, IL 60641",SingleFamilyResidence,"$1,200/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3949-N-Long-Ave-2-Chicago-IL-60641/2072921671_zpid/
"3937 W Fullerton Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,695+/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3937-W-Fullerton-Ave-2-Chicago-IL-60647/2088976216_zpid/
"3935 W Fullerton Ave #3, Chicago, IL 60647",SingleFamilyResidence,"$1,695+/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3935-W-Fullerton-Ave-3-Chicago-IL-60647/2088976293_zpid/
"2423 N Kennicott Dr, Arlington Heights, IL", 1 bd,"$1,250 1 bd", 1 bd,https://www.zillow.com/homedetails/2423-N-Kennicott-Dr-Arlington-Heights-IL
"2438 N Laramie Ave #1n, Chicago, IL 60639",SingleFamilyResidence,"$1,325/mo","2 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/2438-N-Laramie-Ave-1N-Chicago-IL-60639/2072928898_zpid/
"(Undisclosed Address), Chicago, IL 60639",SingleFamilyResidence,"$1,400/mo",2 bds1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/Chicago-IL-60639/80811949_zpid/
"The View Apartments | 1000 Geneva Rd, Saint Charles, IL", 1 bd,"$1,416+ 1 bd", 1 bd,https://www.zillow.com/homedetails/The-View-Apartments---1000-Geneva-Rd-Saint-Charles-IL
"2039 N Albany Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$2,000/mo",3 bds1.5 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2039-N-Albany-Ave-2-Chicago-IL-60647/2092005613_zpid/
"3044 N Central Park Ave, Chicago, IL 60618",SingleFamilyResidence,"$2,000/mo",3 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3044-N-Central-Park-Ave-Chicago-IL-60618/2136847826_zpid/
"120 N Oak Park Ave, Oak Park, IL", 1 bd,"$1,195 1 bd", 1 bd,https://www.zillow.com/homedetails/120-N-Oak-Park-Ave-Oak-Park-IL
"3655 W Belle Plaine Ave, Chicago, IL 60618",SingleFamilyResidence,$850/mo,1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/3655-W-Belle-Plaine-Ave-Chicago-IL-60618/2080363297_zpid/
"151 N Mason Ave #1w, Chicago, IL 60644",SingleFamilyResidence,$870/mo,1 bd1 ba870 sqft- Apartment for rent,https://www.zillow.com/homedetails/151-N-Mason-Ave-1W-Chicago-IL-60644/2079438653_zpid/
"3037 N Karlov Ave #2, Chicago, IL 60641",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3037-N-Karlov-Ave-2-Chicago-IL-60641/2095185968_zpid/
"570 Crescent Blvd Unit 205, Glen Ellyn, IL 60137",SingleFamilyResidence,"$2,000/mo","1 bd1 ba1,016 sqft- Apartment for rent",https://www.zillow.com/homedetails/570-Crescent-Blvd-UNIT-205-Glen-Ellyn-IL-60137/55494449_zpid/
"3300 N Keating Ave #1, Chicago, IL 60641",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3300-N-Keating-Ave-1-Chicago-IL-60641/2098037607_zpid/
"1033 Hayes Ave, Oak Park, IL 60302",SingleFamilyResidence,"$3,450/mo","5 bds4 ba1,170 sqft- House for rent",https://www.zillow.com/homedetails/1033-Hayes-Ave-Oak-Park-IL-60302/3798184_zpid/
"708 N Irving Ave, Wheaton, IL 60187",SingleFamilyResidence,"$3,150/mo","4 bds3 ba1,900 sqft- House for rent",https://www.zillow.com/homedetails/708-N-Irving-Ave-Wheaton-IL-60187/4443271_zpid/
"3816 N Long Ave Floor 2, Chicago, IL 60641",SingleFamilyResidence,$990/mo,1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/3816-N-Long-Ave-FLOOR-2-Chicago-IL-60641/2078835088_zpid/
"4054 N Harding Ave Apt 3, Chicago, IL 60618",SingleFamilyResidence,"$1,585/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4054-N-Harding-Ave-APT-3-Chicago-IL-60618/2107375148_zpid/
"4850 W Wrightwood Ave, Chicago, IL", 1 bd,"$1,000+ 1 bd", 1 bd,https://www.zillow.com/homedetails/4850-W-Wrightwood-Ave-Chicago-IL
"423 Washington Blvd #2, Oak Park, IL 60302",SingleFamilyResidence,"$1,650/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/423-Washington-Blvd-2-Oak-Park-IL-60302/2077131731_zpid/
"2447 N Kimball Ave #g, Chicago, IL 60647",SingleFamilyResidence,"$1,989/mo","3 bds2 ba1,360 sqft- Apartment for rent",https://www.zillow.com/homedetails/2447-N-Kimball-Ave-G-Chicago-IL-60647/2072995624_zpid/
"115 N 5th St, St Charles, IL 60174",SingleFamilyResidence,"$1,100/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/115-N-5th-St-St-Charles-IL-60174/4659609_zpid/
"2609 N Lamon Ave #a1, Chicago, IL 60639",SingleFamilyResidence,"$1,200/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2609-N-Lamon-Ave-A1-Chicago-IL-60639/2073000302_zpid/
"5118 W Van Buren St, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/5118-W-Van-Buren-St-Chicago-IL-60644/2103805613_zpid/
"3242 W Wrightwood Ave Apt 1, Chicago, IL 60647",SingleFamilyResidence,"$1,700/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3242-W-Wrightwood-Ave-APT-1-Chicago-IL-60647/2102991156_zpid/
"1915 N Kedzie Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$1,800/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1915-N-Kedzie-Ave-1-Chicago-IL-60647/2073005572_zpid/
"4041 N Kilbourn Ave #2n, Chicago, IL 60641",SingleFamilyResidence,"$1,800/mo","2 bds2 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4041-N-Kilbourn-Ave-2N-Chicago-IL-60641/62008052_zpid/
"3535 W Wrightwood Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$2,600/mo","3 bds1 ba1,800 sqft- Apartment for rent",https://www.zillow.com/homedetails/3535-W-Wrightwood-Ave-1-Chicago-IL-60647/2080046210_zpid/
"3400 W Drummond Pl, Chicago, IL 60647",SingleFamilyResidence,"$1,525/mo",1 bd1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3400-W-Drummond-Pl-Chicago-IL-60647/2073013497_zpid/
"2945 N Ridgeway Ave #1r, Chicago, IL 60618",SingleFamilyResidence,"$1,600/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2945-N-Ridgeway-Ave-1R-Chicago-IL-60618/2073013547_zpid/
"209 Washington Blvd Apt 3s, Oak Park, IL 60302",SingleFamilyResidence,"$1,295/mo",1 bd1 ba960 sqft- Apartment for rent,https://www.zillow.com/homedetails/209-Washington-Blvd-APT-3S-Oak-Park-IL-60302/2084486066_zpid/
"3602 W Waveland Ave Floor 1, Chicago, IL 60618",SingleFamilyResidence,$925/mo,1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/3602-W-Waveland-Ave-FLOOR-1-Chicago-IL-60618/2073018226_zpid/
